id,name,height,weight,base_experience,type1,type2,image_url,image_url_shiny
412,burmy,2,34,45,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/412.png
413,wormadam-plant,5,65,148,grass,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/413.png
414,mothim,9,233,148,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/414.png
415,combee,3,55,49,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/415.png
416,vespiquen,12,385,166,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/416.png
417,pachirisu,4,39,142,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/417.png
418,buizel,7,295,66,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/418.png
419,floatzel,11,335,173,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/419.png
420,cherubi,4,33,55,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/420.png
421,cherrim,5,93,158,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/421.png
422,shellos,3,63,65,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/422.png
423,gastrodon,9,299,166,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/423.png
424,ambipom,12,203,169,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/424.png
425,drifloon,4,12,70,flying,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/425.png
426,drifblim,12,150,174,flying,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/426.png
427,buneary,4,55,70,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/427.png
428,lopunny,12,333,168,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/428.png
429,mismagius,9,44,173,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/429.png
430,honchkrow,9,273,177,flying,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/430.png
431,glameow,5,39,62,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/431.png
432,purugly,10,438,158,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/432.png
433,chingling,2,6,57,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/433.png
434,stunky,4,192,66,dark,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/434.png
435,skuntank,10,380,168,dark,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/435.png
436,bronzor,5,605,60,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/436.png
437,bronzong,13,1870,175,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/437.png
438,bonsly,5,150,58,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/438.png
439,mime-jr,6,130,62,fairy,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/439.png
440,happiny,6,244,110,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/440.png
441,chatot,5,19,144,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/441.png
442,spiritomb,10,1080,170,dark,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/442.png
443,gible,7,205,60,ground,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/443.png
444,gabite,14,560,144,ground,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/444.png
445,garchomp,19,950,270,ground,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/445.png
446,munchlax,6,1050,78,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/446.png
447,riolu,7,202,57,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/447.png
448,lucario,12,540,184,steel,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/448.png
449,hippopotas,8,495,66,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/449.png
450,hippowdon,20,3000,184,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/450.png
451,skorupi,8,120,66,bug,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/451.png
452,drapion,13,615,175,dark,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/452.png
453,croagunk,7,230,60,fighting,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/453.png
454,toxicroak,13,444,172,fighting,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/454.png
455,carnivine,14,270,159,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/455.png
456,finneon,4,70,66,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/456.png
457,lumineon,12,240,161,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/457.png
458,mantyke,10,650,69,flying,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/458.png
459,snover,10,505,67,ice,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/459.png
460,abomasnow,22,1355,173,ice,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/460.png
461,weavile,11,340,179,ice,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/461.png
462,magnezone,12,1800,241,steel,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/462.png
463,lickilicky,17,1400,180,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/463.png
464,rhyperior,24,2828,241,rock,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/464.png
465,tangrowth,20,1286,187,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/465.png
466,electivire,18,1386,243,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/466.png
467,magmortar,16,680,243,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/467.png
468,togekiss,15,380,245,flying,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/468.png
469,yanmega,19,515,180,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/469.png
470,leafeon,10,255,184,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/470.png
471,glaceon,8,259,184,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/471.png
472,gliscor,20,425,179,flying,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/472.png
473,mamoswine,25,2910,239,ground,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/473.png
474,porygon-z,9,340,241,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/474.png
475,gallade,16,520,233,fighting,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/475.png
476,probopass,14,3400,184,steel,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/476.png
477,dusknoir,22,1066,236,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/477.png
478,froslass,13,266,168,ghost,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/478.png
479,rotom,3,3,154,ghost,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/479.png
480,uxie,3,3,261,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/480.png
481,mesprit,3,3,261,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/481.png
482,azelf,3,3,261,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/482.png
483,dialga,54,6830,306,dragon,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/483.png
484,palkia,42,3360,306,dragon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/484.png
485,heatran,17,4300,270,steel,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/485.png
486,regigigas,37,4200,302,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/486.png
487,giratina-altered,45,7500,306,dragon,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/487.png
488,cresselia,15,856,270,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/488.png
489,phione,4,31,216,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/489.png
490,manaphy,3,14,270,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/490.png
491,darkrai,15,505,270,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/491.png
492,shaymin-land,2,21,270,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/492.png
493,arceus,32,3200,324,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/493.png
494,victini,4,40,270,fire,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/494.png
495,snivy,6,81,62,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/495.png
496,servine,8,160,145,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/496.png
497,serperior,33,630,238,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/497.png
498,tepig,5,99,62,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/498.png
499,pignite,10,555,146,fighting,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/499.png
500,emboar,16,1500,238,fighting,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/500.png
501,oshawott,5,59,62,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/501.png
502,dewott,8,245,145,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/502.png
503,samurott,15,946,238,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/503.png
504,patrat,5,116,51,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/504.png
505,watchog,11,270,147,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/505.png
506,lillipup,4,41,55,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/506.png
507,herdier,9,147,130,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/507.png
508,stoutland,12,610,225,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/508.png
509,purrloin,4,101,56,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/509.png
510,liepard,11,375,156,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/510.png
511,pansage,6,105,63,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/511.png
512,simisage,11,305,174,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/512.png
513,pansear,6,110,63,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/513.png
514,simisear,10,280,174,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/514.png
515,panpour,6,135,63,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/515.png
516,simipour,10,290,174,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/516.png
517,munna,6,233,58,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/517.png
518,musharna,11,605,170,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/518.png
519,pidove,3,21,53,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/519.png
520,tranquill,6,150,125,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/520.png
521,unfezant,12,290,220,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/521.png
522,blitzle,8,298,59,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/522.png
523,zebstrika,16,795,174,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/523.png
524,roggenrola,4,180,56,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/524.png
525,boldore,9,1020,137,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/525.png
526,gigalith,17,2600,232,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/526.png
527,woobat,4,21,65,flying,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/527.png
528,swoobat,9,105,149,flying,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/528.png
529,drilbur,3,85,66,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/529.png
530,excadrill,7,404,178,steel,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/530.png
531,audino,11,310,390,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/531.png
532,timburr,6,125,61,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/532.png
533,gurdurr,12,400,142,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/533.png
534,conkeldurr,14,870,227,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/534.png
535,tympole,5,45,59,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/535.png
536,palpitoad,8,170,134,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/536.png
537,seismitoad,15,620,229,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/537.png
538,throh,13,555,163,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/538.png
539,sawk,14,510,163,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/539.png
540,sewaddle,3,25,62,grass,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/540.png
541,swadloon,5,73,133,grass,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/541.png
542,leavanny,12,205,225,grass,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/542.png
543,venipede,4,53,52,poison,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/543.png
544,whirlipede,12,585,126,poison,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/544.png
545,scolipede,25,2005,218,poison,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/545.png
546,cottonee,3,6,56,fairy,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/546.png
547,whimsicott,7,66,168,fairy,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/547.png
548,petilil,5,66,56,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/548.png
